486978,20000
519668,19999.9
592625,19999.7
600877,19999.4
600877,19998.9
609309,19998.3
609309,19997.6
695846,19996.7
695846,19995.7
695846,19994.6
695846,19993.3
811863,19991.9
811863,19990.4
811863,19988.7
811863,19986.9
811863,19985
819273,19982.9
819273,19980.8
823084,19978.4
823084,19976
823084,19973.4
823084,19970.6
870360,19967.8
898685,19964.8
898685,19961.7
888420,19958.4
888420,19955
888420,19951.5
888420,19947.9
888420,19944.1
858184,19940.2
864190,19936.1
864190,19932
864190,19927.7
864190,19923.2
864190,19918.7
864190,19914
864190,19909.1
864190,19904.2
864190,19899.1
864190,19893.9
864190,19888.6
864190,19883.1
864190,19877.5
864190,19871.8
869552,19865.9
869552,19859.9
869552,19853.8
869552,19847.6
869552,19841.2
869552,19834.7
869552,19828.1
869552,19821.3
869552,19814.5
869552,19807.5
869552,19800.3
869552,19793.1
869552,19785.7
869552,19778.2
869552,19770.6
869552,19762.8
869552,19755
869552,19747
869552,19738.9
869552,19730.6
893198,19722.2
893198,19713.8
893198,19705.1
893198,19696.4
893198,19687.6
893198,19678.6
893198,19669.5
893198,19660.3
996466,19650.9
996466,19641.5
996466,19631.9
996466,19622.2
996466,19612.4
996466,19602.5
996466,19592.4
996466,19582.2
996466,19572
996466,19561.6
996466,19551
996466,19540.4
996466,19529.7
968640,19518.8
968640,19507.8
968640,19496.7
968640,19485.5
968640,19474.2
968640,19462.8
968640,19451.2
968640,19439.6
968640,19427.8
968640,19415.9
968640,19403.9
968640,19391.8
1024733,19379.6
1024733,19367.3
1024733,19354.8
1024733,19342.3
1024733,19329.6
1024733,19316.9
1024733,19304
1024733,19291.1
1024733,19278
1024733,19264.8
1024733,19251.5
1024733,19238.1
1024733,19224.6
1024733,19211
1024733,19197.3
1024733,19183.5
1024733,19169.6
1024733,19155.6
1024733,19141.4
1024733,19127.2
968640,19112.9
968640,19098.5
968640,19084
968640,19069.4
968640,19054.6
968640,19039.8
968640,19024.9
968640,19009.9
968640,18994.8
968640,18979.6
968640,18964.3
968640,18948.9
968640,18933.4
909898,18917.8
909898,18902.2
916017,18886.4
824636,18870.5
863184,18854.6
863184,18838.5
821555,18822.4
773285,18806.2
773285,18789.9
773285,18773.5
773285,18757
843777,18740.4
843777,18723.7
843777,18707
843777,18690.1
843777,18673.2
843777,18656.2
843777,18639.1
843777,18621.9
843777,18604.7
859716,18587.3
859716,18569.9
857501,18552.4
857501,18534.8
833871,18517.1
904438,18499.3
904438,18481.5
904438,18463.6
897921,18445.6
897921,18427.5
897921,18409.4
897921,18391.1
897921,18372.8
897921,18354.5
897921,18336
897921,18317.5
897921,18298.9
897921,18280.2
897921,18261.4
897921,18242.6
897921,18223.7
897921,18204.8
897921,18185.7
897921,18166.6
897921,18147.4
897921,18128.2
897921,18108.9
897921,18089.5
897921,18070.1
897921,18050.5
897921,18031
897921,18011.3
897921,17991.6
897921,17971.8
897921,17952
897921,17932.1
897921,17912.1
897921,17892.1
897921,17872
897921,17851.8
897921,17831.6
897921,17811.3
897921,17791
897921,17770.6
914496,17750.2
914496,17729.7
914496,17709.1
914496,17688.5
914496,17667.8
914496,17647.1
914496,17626.3
914496,17605.4
914496,17584.5
914496,17563.6
914496,17542.6
914496,17521.5
914496,17500.4
834788,17479.3
834788,17458
827518,17436.8
827518,17415.5
827518,17394.1
940864,17372.7
940864,17351.3
940864,17329.8
940864,17308.2
940864,17286.6
940864,17265
940864,17243.3
940864,17221.6
940864,17199.8
940864,17178
940864,17156.1
940864,17134.2
940864,17112.3
940864,17090.3
940864,17068.3
940864,17046.2
940864,17024.1
940864,17002
940864,16979.8
940864,16957.6
940864,16935.3
940864,16913
940864,16890.7
940864,16868.3
940864,16845.9
940864,16823.5
940864,16801
930252,16778.5
930252,16756
930252,16733.4
930252,16710.8
930252,16688.2
930252,16665.5
930252,16642.8
930252,16620.1
930252,16597.3
930252,16574.5
930252,16551.7
930252,16528.9
930252,16506
930252,16483.1
930252,16460.2
930252,16437.2
944565,16414.3
954412,16391.2
954412,16368.2
954412,16345.2
954412,16322.1
954412,16299
954412,16275.9
954412,16252.7
954412,16229.6
954412,16206.4
954412,16183.2
954412,16159.9
954412,16136.7
954412,16113.4
954412,16090.1
954412,16066.8
954412,16043.5
954412,16020.1
954412,15996.8
949994,15973.4
949994,15950
949994,15926.6
949994,15903.1
961900,15879.7
961900,15856.2
961900,15832.8
961900,15809.3
961900,15785.8
961900,15762.3
961900,15738.7
961900,15715.2
961900,15691.6
961900,15668.1
961900,15644.5
977996,15620.9
977996,15597.3
977996,15573.7
977996,15550.1
1000978,15526.5
1000978,15502.9
1000978,15479.2
1000978,15455.6
1000978,15431.9
1000978,15408.3
1000978,15384.6
1000978,15360.9
1000978,15337.3
1000978,15313.6
1000978,15289.9
987126,15266.2
987126,15242.5
987126,15218.8
987126,15195.1
987126,15171.4
987126,15147.7
987126,15124
987126,15100.3
987126,15076.6
987126,15052.8
987126,15029.1
973951,15005.4
973951,14981.7
973951,14958
973951,14934.3
973951,14910.5
973951,14886.8
973951,14863.1
973951,14839.4
973951,14815.7
973951,14792
973951,14768.3
973951,14744.6
973951,14720.9
973951,14697.2
973951,14673.5
973951,14649.8
973951,14626.2
973951,14602.5
973951,14578.8
956222,14555.2
956222,14531.5
956222,14507.9
956222,14484.2
956222,14460.6
956222,14437
956222,14413.3
956222,14389.7
956222,14366.1
956222,14342.5
956222,14319
973378,14295.4
973378,14271.8
973378,14248.3
973378,14224.7
973378,14201.2
973378,14177.7
973378,14154.1
973378,14130.6
973378,14107.2
973378,14083.7
973378,14060.2
973378,14036.8
973378,14013.3
973378,13989.9
973378,13966.5
973378,13943.1
973378,13919.7
973378,13896.3
973378,13873
973378,13849.6
973378,13826.3
973378,13803
973378,13779.7
973378,13756.4
973378,13733.1
973378,13709.9
973378,13686.6
973378,13663.4
973378,13640.2
973378,13617
959837,13593.9
959837,13570.7
959837,13547.6
959837,13524.4
959837,13501.4
959837,13478.3
959837,13455.2
959837,13432.2
959837,13409.1
959837,13386.1
959837,13363.1
959837,13340.2
959837,13317.2
956436,13294.3
956436,13271.4
956436,13248.5
956436,13225.6
956436,13202.8
956436,13180
956436,13157.2
956436,13134.4
956436,13111.6
956436,13088.9
956436,13066.2
956436,13043.5
956436,13020.8
956436,12998.2
956436,12975.5
956436,12952.9
958667,12930.3
958667,12907.8
958667,12885.2
958667,12862.7
958667,12840.2
958667,12817.8
958667,12795.3
958667,12772.9
958667,12750.5
958667,12728.2
977418,12705.8
995148,12683.5
995148,12661.2
995148,12638.9
995148,12616.7
995148,12594.5
995148,12572.3
995148,12550.1
